JNm63,1964.00 ,D:J.Newman,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(20Mar1964) Le(1h) W(James Bridges) B(Margaret Millar),|,,,,,,,,,,,,,
JNm64,1964.00 ,D:J.Newman,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(10Apr1964) Le(1h) W(James Bridges) B(Veronica Johns),|,,,,,,,,,,,,,
JNm65,1964.00 ,D:J.Newman,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(3Jul1964) Le(1h) W(Harold Swanton) B(Margaret Manners),|,,,,,,,,,,,,,
JNm66,1964.00 ,D:J.Newman,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(9Nov1964) Le(1h) W(B(Lewis Davidson)),|,,,,,,,,,,,,,
JNm67,1964.00 ,D:J.Newman,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(7Dec1964) Le(1h) W(B(Lewis Davidson)),|,,,,,,,,,,,,,
JNm68,1965.00 ,D:J.Newman,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(15Feb1965) Le(1h) W(James Bridges) B(Ethel Lina White),|,,,,,,,,,,,,,
JNm69,1965.00 ,D:J.Newman,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(26Apr1965) Le(1h) W(Robert~Bloch) B(Richard Denning),|,,,,,,,,,,,,,
JuW,1931.00 ,D:J.White,prds,st,p,ct,aw,lc,nt,|,,,,,,,,,,,,,
JuW10,1931.00 ,D:J.White,PU:,SU:,prc,C0md,,,CoD(Zion Meyers),|,,,,,,,,,,,,,
J.White D JuW 1931 White Jules \Un \Ct |,,,,,,,,,,,,,,,,,,,,,,,
JWR,1931.00 ,D:J.W.Ruben,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
JWR2,1931.00 ,D:J.W.Ruben,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
JWR7,1931.00 ,D:J.W.Ruben,P:Selznick,St:RKO,bnw,Dram,aw,lc,,|,,,,,,,,,,,,,
JWR8,1932.00 ,D:J.W.Ruben,P:Selznick,St:RKO,bnw,CnR,aw,lc,,|,,,,,,,,,,,,,
JWR9,1935.00 ,D:J.W.Ruben,PN:Sam Jaffe,St:RKO,bnw,"Dram,Advt","mil.inst, France; airplanes; T(1916)",Seen(7Dec1990),|,,,,,,,,,,,,,,
JWR12,1935.00 ,D:J.W.Ruben,PN:Basil Dean,St:ATP,bnw,,H*,|,,,,,,,,,,,,,,,
JWR13,1935.00 ,D:J.W.Ruben,PN:Lucien Hubbard,St:MGM,bnw,CnR,H,|,,,,,,,,,,,,,,,
LHe,19.00 ,D:LHerbier,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
LHe2,1919.00 ,D:LHerbier,PN:,SL:\Fr,bws,Fant,,"Cote, France",Le(47 min),|,,,,,,,,,,,,,
LHe4,1921.00 ,D:LHerbier,PN:,SL:\Fr,bnw,"Dram,Fant",,"cabarert, France",Nt(score lost),|,,,,,,,,,,,,,
LHe10,1930.00 ,D:LHerbier,PN:Osso,SL:\Fr,bnw,Myst,H*,,B(Gaston Leroux),|,,,,,,,,,,,,,
LHe30,1947.00 ,D:LHerbier,PN:,SU:,prc,Myst,,,,|,,,,,,,,,,,,,
MAl,1931.00 ,D:M.Allegret,prds,st.,p,ct,aw,lc,"Nt(first, etc)",|,,,,,,,,,,,,,
MAl2,1932.00 ,D:M.Allegret,PN:,St:Paris,,,,,"B(Marcel Pagnol) Ser(Pagnol, 2)",|,,,,,,,,,,,,,
MAl5,1934.00 ,D:M.Allegret,PN:,St:Paris,prc,BioP,aw,"Paris, France; T(1925)",,|,,,,,,,,,,,,,
MAl13,1955.00 ,D:M.Allegret,PN:Gilbert Cohen-Seat,St:Orsay Film,bnw,Dram,H,"csd, England",B(D.H. Lawrence),|,,,,,,,,,,,,,
MBa,1931.00 ,D:Banks,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
MBa10,1931.00 ,D:Banks,PN:,SU:,prc,CTxx,aw,lc,,|,,,,,,,,,,,,,
MBa15,1932.00 ,D:Banks,PN:,SU:,prc,CTxx,aw,lc,,|,,,,,,,,,,,,,
MBa25,1935.00 ,D:Banks,PN:,SU:,prc,CTxx,aw,lc,,|,,,,,,,,,,,,,
MBa27,1936.00 ,D:Banks,PN:Basil Dean,St:ATP,bnw,Comd,H*,lc,,|,,,,,,,,,,,,,
MBa32,1938.00 ,D:Banks,PN:,SU:,prc,CTxx,aw,lc,,|,,,,,,,,,,,,,
MBa40,1941.00 ,D:Banks,PN:,SU:,prc,CTxx,aw,lc,,|,,,,,,,,,,,,,
NML,1931.00 ,D:McLeod,prds,st.,p,ct,aw,lc,"Nt(first, etc)",|,,,,,,,,,,,,,
NML1,1931.00 ,D:McLeod,PN:,St:Paramount,bnw,Comd,,,"W(S.J.Perelman, Will B. Johnstone, Arthur Sheekman)",|,,,,,,,,,,,,,
NML2,1932.00 ,D:McLeod,P:J.Mankiewicz,St:Paramount,bnw,Comd,H****,"college, Midwest",Seen(17Apr1990),|,,,,,,,,,,,,,
NML4,1933.00 ,D:McLeod,PN:Louis D. Lighton,St:Paramount,bnw,Fant,H**,,"W(J.Mankiewicz, William Cameron Menzies) B(Lewis Carroll) M(Tiomkin)",|,,,,,,,,,,,,,
NML5,1934.00 ,D:McLeod,PN:William leBaron,"St:Paramount, Kartes",bnw,Comd,"F29, H**","store, ranch, CA",B(W.C. Fields),|,,,,,,,,,,,,,
NML7,1937.00 ,D:McLeod,P:Roach,St:MGM,bnw,"Comd,Fant",H**,,B(Thorne Smith),|,,,,,,,,,,,,,
NML10,1938.00 ,D:McLeod,P:Roach,St:MGM,bnw,,H*,|,,,,,,,,,,,,,,,
NML20,1943.00 ,D:McLeod,PN:George Haight,St:MGM,prc,Comd,aw,lc,"Ser(Maisie, 6+?)",|,,,,,,,,,,,,,
NML21,1946.00 ,D:McLeod,P:S.Goldwyn,S:Goldwyn,\Tcol,Musc,H,"Brooklyn, NY",C(Gregg Toland),|,,,,,,,,,,,,,
NML22,1947.00 ,D:McLeod,PN:,SU:,,Comd,|,,,,,,,,,,,,,,,,
NML23,1947.00 ,D:McLeod,PN:Robert L. Welch,St:Paramount,\Tcol,Comd,H***,"wagon train, West","M(Victor Young, Jay Livingston, Ray Evans;AA) W(Edmund Hartman, Tashlin)",|,,,,,,,,,,,,,
NML24,1947.00 ,D:McLeod,PN:Daniel Dare,St:Paramount,bnw,"Comd,Musc",H**,"Miami, FL; Rio de Janeiro, Brazil; planes",M(Robert Emmett Dolan; AAN) Seen(7Mar1991),|,,,,,,,,,,,,,
NML31,1954.00 ,D:McLeod,PN:Paul Jones,St:Paramount,\Tcol,Comd,H,Italy,Alt(T:Casanova's Night Out),|,,,,,,,,,,,,,
OrL,1931.00 ,D:Laskos,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
OrL10,1931.00 ,D:Laskos,PN:,SU:,prc,Dram,aw,"Lesbos, island, Greece",Lang(\Gr),|,,,,,,,,,,,,,
OsM,1931.00 ,D:Micheaux,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
OsM10,1931.00 ,D:Micheaux,PN:,SU:,prc,Dram,aw,lc,Nt(An all colored cast),|,,,,,,,,,,,,,
StW,1931.00 ,D:S.Walker,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
StW6,1933.00 ,D:S.Walker,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
StW7,1933.00 ,D:S.Walker,PN:,St:Paramount,bnw,Romt,H,"jungle, Malaysia",,|,,,,,,,,,,,,,
StW9,1934.00 ,D:S.Walker,PN:,St:Universal,bnw,Dram,H,"London, Emgland",B(Charles Dickens),|,,,,,,,,,,,,,
StW10,1935.00 ,D:S.Walker,PN:Stanley Bergerman,St:Universal,bnw,Horr,H*,"London, England",C(Charles Stumar),|,,,,,,,,,,,,,
StW13,1939.00 ,D:S.Walker,PN:,SU:,prc,Ctxx,aw,lc,"Ser(Bulldog, 16)",|,,,,,,,,,,,,,
WCM,1931.00 ,D:Menzies,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
WCM2,1931.00 ,D:Menzies,P:,St:Fox,bnw,Susp,H,"theatre, USA",CoD(Kenneth McKenna),|,,,,,,,,,,,,,
WCM3,1932.00 ,D:Menzies,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
WCM6,1936.00 ,D:Menzies,P:A.Korda,St:London,bnw,Dram,H****,London(1940),B(H.G. Wells) C(Perinal) M(Arthur Bliss) Nt(prophetic) V(Menzies) Seen(3Mar1991) VT(N:SF2),|,,,,,,,,,,,,,
WCM22,1944.00 ,D:Menzies,P:Menzies,St:Columbia,bnw,Susp,H*,US,M(Ernst Toch; AAN),|,,,,,,,,,,,,,
WCM32,1954.00 ,D:Menzies,PN:Edward D. Alperson,SL:USA,\Ccol 3D,ScFi,H,lc,,|,,,,,,,,,,,,,
xFl,1931.00 ,D:Frohlich,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
xFl10,1931.00 ,D:Frohlich,PN:,SU:,bbnw,Dram,aw,lc,,|,,,,,,,,,,,,,
YAl,1931.00 ,D:Y.Allegret,prds,st.,p,ct,aw,lc,"Nt(first, etc)",|,,,,,,,,,,,,,
YAl3,1948.00 ,D:Y.Allegret,PN:,St:Paris,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
YAl10,1953.00 ,D:Y.Allegret,PN:,SU:,prc,Dram,aw,"Veracruz, Carribean","B(JeanPaul Satre ""L'Amour Redempteur) Lang(\Fr) C(Alex Phillips) Alt(T:The Proud Ones; USA)",|,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"1932: Interesting Movies, Directors starting 1932",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
EDF,1932.00 ,D:DeFilippo,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
EDF10,1952.00 ,D:DeFilippo,PN:,SU:,prc,Dram,aw,lc,W(B(DeFilippo)) Lang(\It) Alt(T:Millionaires of Naples; 1960),|,,,,,,,,,,,,,
AL,1932.00 ,D:Litvak,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
AL2,1932.00 ,D:Litvak,PN:,SL:Germany,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
AL8,1936.00 ,D:Litvak,PN:,SL:\Fr,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
AL9,1937.00 ,D:Litvak,PN:,SL:USA,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
AL10,1937.00 ,D:Litvak,P:Robert Lord,St:Warners,bnw,Romt,H**,lc,,|,,,,,,,,,,,,,
AL11,1938.00 ,D:Litvak,PU:,S:Republic,bnw,Comd,aw,"NYC, NY","W(John Wexley, John ouston) C(Tony Gaudio) M(Steiner) Seen(30Nov1997)",|,,,,,,,,,,,,,
AL12,1940.00 ,D:Litvak,"PN:Jack L. Warner, Hal B. Wallis",St:Warners,bnw,Dram,H**,"castle, France; T(1830)",AAN,C(Ernest Haller; AAN) M(Steiner) B(Rachel Feld),|,,,,,,,,,,,,
AL13,1940.00 ,D:Litvak,P:Bischoff,St:Warners,bnw,Dram,H*,"prison, NY",Alt(T:Years Without Days; \GB),|,,,,,,,,,,,,,
AL14,1939.00 ,D:Litvak,PN:Robert Lord,St:Warners,bnw,,H***,lc,,|,,,,,,,,,,,,,
AL16,1940.00 ,D:Litvak,PN:Anatole Litvak,St:Warners,bnw,,H**,lc,,|,,,,,,,,,,,,,
AL20,1947.00 ,D:Litvak,PN:,SL:USA,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
AL21,1948.00 ,D:Litvak,P:Wallis,St:Paramount,bnw,Susp,aw,lc,,|,,,,,,,,,,,,,
AL22,1948.00 ,D:Litvak,"PN:Litvak, Robert Bassler",St:Foxbnw,Dram,"H**, AAN, AAN dir","mental hospital, USA",B(Mary Jane Ward) C(leo Tover) M(A.Newman; AAN),|,,,,,,,,,,,,,,
AL23,1952.00 ,D:Litvak,PN:,SL:USA,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
AL26,1956.00 ,D:Litvak,{Buddy Adler,St:Fox,\Ecol,BioP,H**,"Paris, France; T(1928)",M(A.Newman; AAN),|,,,,,,,,,,,,,
AL27,1959.00 ,D:Litvak,P:Litvak,St:MGM,\Tcol,Dram,H,lc,,|,,,,,,,,,,,,,
AlH,1932.00 ,D:A.Hall,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
AlH8,1934.00 ,D:A.Hall,PN:B.P. Schulberg,St:Paramount,bnw,Dram,H**,"racetracks, USA",B(Damon Runyon),|,,,,,,,,,,,,,
AlH10,1935.00 ,D:A.Hall,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
AlH21,1940.00 ,D:A.Hall,PN:William Perlberg,St:Columbia,bnw,,H*,lc,,|,,,,,,,,,,,,,
AlH22,1940.00 ,D:A.Hall,PN:B.P. Schulberg,St:Columbia,bnw,,H,lc,,|,,,,,,,,,,,,,
AlH23,1940.00 ,D:A.Hall,PN:William Perlberg,St:Columbia,bnw,,H*,lc,,|,,,,,,,,,,,,,
AlH24,1941.00 ,D:A.Hall,PN:Everett Riskin,St:Columbia,,Romt,H***,"boxing rings, USA","B(Harry Segall ""Heaven Can Wait)",|,,,,,,,,,,,,,
AlH27,1942.00 ,D:A.Hall,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
AlH30,1944.00 ,D:A.Hall,PN:Louis Edelman,St:Columbia,bnw,"Comd,Romt",H*,,|,,,,,,,,,,,,,,
AlH36,1952.00 ,D:A.Hall,PN:,SU:,prc,|,,,,,,,,,,,,,,,,,
AlH38,1953.00 ,D:A.Hall,PN:Oscar Saul,St:Columbia,\Tcol,,H,lc,,|,,,,,,,,,,,,,
ARs,1932.00 ,D:Roosevelt,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
ARs10,1932.00 ,D:Roosevelt,PN:,SU:,prc,Docu,aw,"Bali, Indonesia",COD(Armand Denis),|,,,,,,,,,,,,,
CMF,1932.00 ,D:Ch.Franklin,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
CMF1,1932.00 ,D:Ch.Franklin,P:Hoffman,St:Allied,bnw,Dram,H,lc,,|,,,,,,,,,,,,,
EaK,1932.00 ,D:Kenton,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
EaK8,1932.00 ,D:Kenton,P:,St:Paramount,bnw,Horr,H*,"island, South Seas",C(Karl Struss) B(H.G. Wells),|,,,,,,,,,,,,,
EaK10,1933.00 ,D:Kenton,PN:,St:RKO,bnw,Dram,aw,"hotel, racetrack",,|,,,,,,,,,,,,,
EaK30,1933.00 ,D:Kenton,PN:Howard Welsch,St:Universal,bnw,Horr,aw,,Nt(not remake of 1930 Tm),|,,,,,,,,,,,,,
EaK50,1942.00 ,D:Kenton,PN:Alex Gottlieb,St:Universal,bnw,Comd,H,,Ser(A+C),|,,,,,,,,,,,,,
EaK51,1942.00 ,D:Kenton,PN:Alex Gottlieb,St:Universal,bnw,Comd,,,Ser(A+C),|,,,,,,,,,,,,,
EaK60,1945.00 ,D:Kenton,PN:,St:Universal,bnw,Comd,,,,|,,,,,,,,,,,,,
EBz,1932.00 ,D:Buzzell,prds,st.,p,ct,aw,lc,"Nt(first, etc)",|,,,,,,,,,,,,,
EBz5,1932.00 ,D:Buzzell,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
EBz10,1933.00 ,D:Buzzell,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
EBz15,1934.00 ,D:Buzzell,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
EBz20,1935.00 ,D:Buzzell,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
EBz25,1937.00 ,D:Buzzell,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
EBz30,1939.00 ,D:Buzzell,P:M.LeRoy,St:MGM,bnw,Comd,H**,lc,Alt(T:The Marx Brothers at the Circus),|,,,,,,,,,,,,,
EBz35,1940.00 ,D:Buzzell,PN:,SU:,bnw,Comd,,"NYC, NY; west",,|,,,,,,,,,,,,,
EBz40,1942.00 ,D:Buzzell,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
EBz45,1940.00 ,D:Buzzell,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
EBz46,1946.00 ,D:Buzzell,PN:,St:MGM,bnw,CnR,H,lc,,|,,,,,,,,,,,,,
EBz50,1946.00 ,D:Buzzell,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
EBz55,1947.00 ,D:Buzzell,PN:,SU:,prc,Ctxx,aw,lc,Ser(Thin Man; 6),|,,,,,,,,,,,,,
EBz60,1949.00 ,D:Buzzell,PN:,St:MGM,prc,Musc,aw,lc,M(Xavier Cugat; AA),|,,,,,,,,,,,,,
EBz65,1950.00 ,D:Buzzell,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
EBz70,1953.00 ,D:Buzzell,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
EBz75,1955.00 ,D:Buzzell,PN:,SL:\GB,,,,,W(Buzzell),|,,,,,,,,,,,,,
EBz80,1961.00 ,D:Buzzell,PN:,SL:\GB,|,,,,,,,,,,,,,,,,,,
ElN,1932.00 ,D:Nugent,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
ElN1,1932.00 ,D:Nugent,PN:,SU:,prc,Ctxx,aw,lc,CoD(James Flood),|,,,,,,,,,,,,,
ElN2,1933.00 ,D:Nugent,"P:M.C.Cooper, McGowan",St:RKO,bnw,Dram,H,lc,,|,,,,,,,,,,,,,
ElN3,1933.00 ,D:Nugent,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
ElN5,1935.00 ,D:Nugent,PN:Benjamin Glazer,St:Paramount,bnw,Musc,H*,,M(; Love in Bloom),|,,,,,,,,,,,,,
ElN7,1939.00 ,D:Nugent,PN:Paul Jones,St:Paramount,bnw,Comd,H*,,W(P.Sturges),|,,,,,,,,,,,,,
ElN8,1939.00 ,D:Nugent,P:Hornblow,St:Paramount,bnw,Susp,H***,|,,,,,,,,,,,,,,,
ElN10,1941.00 ,D:Nugent,P:Hornblow,St:Paramount,bnw,Comd,H,lc,,|,,,,,,,,,,,,,
ElN11,1942.00 ,D:Nugent,PN:Wolfgang Reinhardt,St:Warners,bnw,Comd,H*,"college, USA","B(James Thurber, Nugent)",|,,,,,,,,,,,,,
ElN13,1947.00 ,D:Nugent,PN:Daniel Dare,"St:Paramount, Hope Enterprises",bnw,,"F74,H*",,"Seen(29Dec1988), part",|,,,,,,,,,,,,,
ElN14,1948.00 ,D:Nugent,PN:Milton Sperling,St:United States pictures,bnw,,H***,lc,,|,,,,,,,,,,,,,
ElN15,1949.00 ,D:Nugent,"PN:Richard Maibaum, David Merrick",St:Paramount,bnw,Myst,H*,"Long Island, NY",W(Richard Maibaum) B(F. Scott Fitzgerald) M(Robert Emmet Dolan),|,,,,,,,,,,,,,
ElN20,1952.00 ,D:Nugent,PN:Pat Duggan,St:Paramount,\Tcol,Musc,H,lc,"W(Robert Carson) B(Stephen Voncent Benet) M(Emil Newman, Harry~Warren, Leo Robin; AAN)",|,,,,,,,,,,,,,
ELM,1932.00 ,D:E.Marin,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
ELM2,1932.00 ,D:E.Marin,PN:,SU:,,Myst,,"movie studio, Hollywood, USA",|,,,,,,,,,,,,,,
ELM8,1935.00 ,D:E.Marin,PN:,SU:,,Myst,|,,,,,,,,,,,,,,,,
ELM15,1938.00 ,D:E.Marin,P:J.Mankiewicz,St:MGM,bnw,Fant,H*,R(G),|,,,,,,,,,,,,,,
ELM17,1939.00 ,D:E.Marin,P:Ruben,St:MGM,prc,Advt,aw,lc,"Ser(Maisie, 1)",|,,,,,,,,,,,,,
ELM19,1940.00 ,D:E.Marin,P:Ruben,St:MGM,prc,Comd,aw,lc,"Ser(Maisie, 3)",|,,,,,,,,,,,,,
ELM21,1940.00 ,D:E.Marin,P:Ruben,St:MGM,prc,Comd,aw,lc,"Ser(Maisie, 4)",|,,,,,,,,,,,,,
ELM22,1944.00 ,D:E.Marin,PN:Eddie Cantor,St:RKO,bnw,Musc,H***,"theater, USA",G(Nick Castle) Seen(2Mar1991),|,,,,,,,,,,,,,
ELM24,1944.00 ,D:E.Marin,PN:,SU:,col,West,aw,lc,,|,,,,,,,,,,,,,
ELM26,1945.00 ,D:E.Marin,PN:William L. Pereira,St:RKO,bnw,Myst,H*,"ship, Gulf of Mexico",|,,,,,,,,,,,,,,
ELM29,1946.00 ,D:E.Marin,PN:Warren Duff,St:RKO,bnw,Comd,H,lc,,|,,,,,,,,,,,,,
ELM31,1948.00 ,D:E.Marin,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
ELM33,1949.00 ,D:E.Marin,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
ELu,1932.00 ,D:Ludwig,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
ELu10,1934.00 ,D:Ludwig,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
ELu19,1937.00 ,D:Ludwig,PU:,S:Paramount,bnw,Dram,H,"NYC, NY","B(O.H.P. Garrett) W(Wallace Smith, Eve Brown)",|,,,,,,,,,,,,,
ELu20,1937.00 ,D:Ludwig,PN:J.J. Cohn,St:MGM,bnw,Draam,H*,"alcatraz, S.F., CA",|,,,,,,,,,,,,,,
ELu25,1938.00 ,D:Ludwig,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
ELu30,1940.00 ,D:Ludwig,"PN:Gene Towne, Graham Baker",St:RKO,bnw,Advt,H,"island, Pacific",,|,,,,,,,,,,,,,
ELu34,1941.00 ,D:Ludwig,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
ELu39,1944.00 ,D:Ludwig,PN:,SU:,bnw,Ctxx,aw,"mil.Inst., Pacific",,|,,,,,,,,,,,,,
ELu45,1948.00 ,D:Ludwig,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
ELu49,1952.00 ,D:Ludwig,"PN:William H. Pine, William C. Thomas",St:Paramount,\Tcol,Advt,H,Carribbean; T(1750),,|,,,,,,,,,,,,,
ELu50,1953.00 ,D:Ludwig,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
ELu60,1963.00 ,D:Ludwig,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
FBu,1932.00 ,D:Buck,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
FBu5,1932.00 ,D:Buck,PN:,SU:,prc,CTxx,aw,lc,,|,,,,,,,,,,,,,
FBu8,1934.00 ,D:Buck,PN:,SU:,prc,CTxx,aw,lc,,|,,,,,,,,,,,,,
FBu10,1936.00 ,D:Buck,PN:,SU:,prc,CTxx,aw,lc,,|,,,,,,,,,,,,,
FBu12,1937.00 ,D:Buck,PN:,SU:,prc,CTxx,aw,lc,,|,,,,,,,,,,,,,
FBu20,1942.00 ,D:Buck,PN:,SU:,prc,CTxx,aw,lc,,|,,,,,,,,,,,,,
FrW,1932.00 ,D:Woodruff,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
FrW1,1932.00 ,D:Woodruff,PN:Cliff Reid,St:RKO,bnw,,,,VT()(part),|,,,,,,,,,,,,,
FrW10,1941.00 ,D:Woodruff,PN:Cliff Reid,St:RKO,bnw,,H,,Seen(23June199x),|,,,,,,,,,,,,,
HBH,1932.00 ,D:Humberstone,prds,st.,p,ct,aw,lc,"Nt(first, etc)",|,,,,,,,,,,,,,
HBH10,1936.00 ,D:Humberstone,PN:,St:Fox,,"Myst,Comd",,,Ser(Charlie Chan; 15),|,,,,,,,,,,,,,
HBH15,1936.00 ,D:Humberstone,PN:,St:Fox,,"Myst,Comd",,,Ser(Charlie Chan; 16),|,,,,,,,,,,,,,
HBH20,1937.00 ,D:Humberstone,PN:,St:Fox,,"Myst,Comd",,,Ser(Charlie Chan; 17),|,,,,,,,,,,,,,
HBH25,1937.00 ,D:Humberstone,PN:,St:Fox,,"Myst,Comd",,,Ser(Charlie Chan; 20),|,,,,,,,,,,,,,
HBH30,1941.00 ,D:Humberstone,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
HBH31,1941.00 ,D:Humberstone,PN:Milton Sperling,St:Fox,bnw,Susp,H**,lc,C(Edward Cronjager) Alt(T:Hot Spot; \GB) Seen(18Dec1998),|,,,,,,,,,,,,,
HBH35,1943.00 ,D:Humberstone,PN:,St:Fox,col,Musc,,"S.F., CA",Seen(31Jul1989),|,,,,,,,,,,,,,
HBH40,1945.00 ,D:Humberstone,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
HBH45,1946.00 ,D:Humberstone,PN:,SU:,,Comd,|,,,,,,,,,,,,,,,,
HBH50,1948.00 ,D:Humberstone,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
HBH55,1949.00 ,D:Humberstone,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
HBH60,1952.00 ,D:Humberstone,PN:William Jacobs,St:Warners,col,Comd,aw,"college, USA",,|,,,,,,,,,,,,,
HBH68,1957.00 ,D:Humberstone,PN:John Croydon,St:MGM,"\Tcol, \CS",Advt,aw,Africa,"Ser(Tarzan, 69)",|,,,,,,,,,,,,,
HBH70,1958.00 ,D:Humberstone,PN:Sol Lesser,St:MGM,\Mcol,Advt,aw,Africa,"Ser(Tarzan, 70)",|,,,,,,,,,,,,,
HBH72,1958.00 ,D:Humberstone,P:Lesser,St:TV,col,Advt,aw,Africa,"Ser(Tarzan, 71)",|,,,,,,,,,,,,,
HBH75,1961.00 ,D:Humberstone,P:Humberstone,St:Fox,bnw \CS,Dram,H,,Seen(pa19rt) 3Sep89 W(Norman Corwin),|,,,,,,,,,,,,,
HBH90,1983.00 ,D:Humberstone,PN:Stanley R. Jaffe,St:Fox,\DeLuxe,Myst,H,lc,R(R),|,,,,,,,,,,,,,
HeE,1932.00 ,D:H.Edwards,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
HeE3,1933.00 ,D:H.Edwards,PN:,SU:,prc,Susp,aw,lc,,|,,,,,,,,,,,,,
HeE10,1935.00 ,D:H.Edwards,PN:,SU:,bnw,Dram,aw,lc,B(Dickens),|,,,,,,,,,,,,,
H,,,,,,,,,,,,,,,,,,,,,,,
HHa,1932.00 ,D:Hathaway,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
HHa3,1933.00 ,D:Hathaway,PN:,SU:,bnw,West,,West,|,,,,,,,,,,,,,,
Hha5,1993.00 ,D:Wanger,P:Wanger,SU:,\Tcol,Romt,Bagdad,"ER(D, 19xx)",|,,,,,,,,,,,,,,
HHa10,1934.00 ,D:Hathaway,PN:Louis D. Lighton,St:Paramount,bnw,"Dram, Comd",H*,lc,,|,,,,,,,,,,,,,
